"Jahr","Monat","Gemeinde","Betriebe","Zimmer","Betten","Ankünfte","Logiernächte","Zimmernächte","Zimmerauslastung in %","Bettenauslastung in %"
"2025","Februar","Spiez",11,387,703,3261,5351,3309,31,27
"2025","Februar","Hasliberg",12,318,718,3222,9031,4985,56,45
"2025","Februar","Innertkirchen",7,129,277,275,506,265,10,9
"2025","Februar","Meiringen",11,314,699,2914,6491,3877,44,33
"2025","Februar","Lenk",15,431,826,6927,15276,8088,67,66
"2025","Februar","Saanen",30,1097,2237,14550,45446,23454,76,73
"2025","Februar","Langnau im Emmental",4,47,92,488,596,436,33,23
"2025","Februar","Schangnau",4,58,116,910,1238,669,41,38
"2025","Februar","Sigriswil",7,244,458,3068,6106,3408,51,48
"2025","Februar","Thun",16,477,808,3933,6784,4891,39,32
"2025","Februar","Herzogenbuchsee",3,41,75,146,249,135,13,13
"2025","Februar","Emmen",3,250,342,804,1624,1533,22,17
"2025","Februar","Kriens",5,286,610,3523,6251,3983,50,37
"2025","Februar","Luzern",56,3262,6488,35417,64625,41835,46,36
"2025","Februar","Meggen",3,34,68,166,371,266,44,30
"2025","Februar","Vitznau",4,213,477,768,2486,1661,28,19
"2025","Februar","Weggis",18,697,1277,4246,9383,6021,31,27
"2025","Februar","Sursee",5,139,240,1418,2273,1728,44,34
"2025","Februar","Andermatt",14,497,1150,5627,16996,8826,63,53
"2025","Februar","Gurtnellen",3,31,105,167,201,94,11,7
"2025","Februar","Einsiedeln",6,205,452,1165,2433,1832,32,19
"2025","Februar","Feusisberg",5,216,421,2064,3837,3036,50,33
"2025","Februar","Freienbach",4,203,332,1772,3164,2519,44,34
"2025","Februar","Küssnacht (SZ)",5,135,249,1002,1776,1400,40,27
"2025","Februar","Ingenbohl",6,221,415,1022,1828,1206,22,17
"2025","Februar","Morschach",9,485,1417,9581,25463,9133,67,64
"2025","Februar","Schwyz",9,132,315,620,1158,663,18,14
"2025","Februar","Engelberg",26,955,1990,12130,32475,15515,58,58
"2025","Februar","Sachseln",8,239,447,1057,2346,1464,27,23
"2025","Februar","Sarnen",6,144,248,952,2408,1883,47,35
"2025","Februar","Beckenried",5,88,187,1323,2140,1303,53,41
"2025","Februar","Emmetten",5,163,364,1373,2377,1449,33,24
"2025","Februar","Glarus Nord",10,298,669,2029,4275,2628,32,23
"2025","Februar","Glarus Süd",21,272,635,2240,6471,2727,37,38
"2025","Februar","Unterägeri",4,108,192,415,709,559,18,13
"2025","Februar","Zug",10,458,820,2689,8876,7237,56,39
"2025","Februar","Haut-Intyamon",3,31,64,147,241,139,16,14
"2025","Februar","Bulle",5,245,468,3033,4775,3341,49,36
"2025","Februar","Gruyères",6,96,258,1021,1220,659,28,21
"2025","Februar","Fribourg",6,208,413,2784,4605,3751,64,40
"2025","Februar","Murten",9,153,268,771,1148,1048,25,16
"2025","Februar","Plaffeien",4,99,255,1075,1948,1056,38,27
"2025","Februar","Egerkingen",4,217,400,2941,4853,3410,56,43
"2025","Februar","Grenchen",6,114,224,676,1757,1170,37,28
"2025","Februar","Olten",7,289,514,3446,4624,4104,51,32
"2025","Februar","Solothurn",10,316,602,3148,5258,3920,44,31
"2025","Februar","Basel",58,4609,9212,51714,96879,67935,53,38
"2025","Februar","Liestal",5,162,297,872,1521,1385,31,18
"2025","Februar","Pratteln",5,286,645,3808,5869,4102,51,33
"2025","Februar","Schaffhausen",11,353,685,3503,6353,4910,50,33
"2025","Februar","Hundwil",4,79,187,1387,1913,1269,59,37
"2025","Februar","Gais",4,179,265,248,498,411,8,7
"2025","Februar","Teufen (AR)",4,45,81,205,318,238,19,14
"2025","Februar","Heiden",4,94,182,1006,2026,1256,48,40
"2025","Februar","Appenzell",8,163,363,685,1134,756,21,15
"2025","Februar","Gonten",4,80,153,361,1427,1019,49,36
"2025","Februar","St. Gallen",22,1102,2066,11878,22970,16976,55,40
"2025","Februar","Rorschacherberg",3,104,188,889,1425,962,37,30
"2025","Februar","Altstätten",4,81,148,343,610,529,23,15
"2025","Februar","Buchs (SG)",6,165,304,802,1775,1369,36,26
"2025","Februar","Bad Ragaz",13,515,1072,5142,12383,7565,53,42
"2025","Februar","Flums",6,107,214,1917,4160,2066,72,73
"2025","Februar","Quarten",10,231,577,2697,6025,3049,47,37
"2025","Februar","Walenstadt",3,46,85,304,552,363,28,23
"2025","Februar","Amden",7,92,204,780,1511,891,40,31
"2025","Februar","Rapperswil-Jona",6,195,364,1128,2172,2058,41,23
"2025","Februar","Eschenbach (SG)",3,17,32,70,122,80,17,14
"2025","Februar","Wildhaus-Alt St. Johann",19,465,1047,4246,11067,5956,46,38
"2025","Februar","Neckertal",8,125,231,334,730,448,15,14
"2025","Februar","Uzwil",7,153,253,982,3406,2699,63,48
"2025","Februar","Wil (SG)",5,129,253,1355,2233,1758,49,32
"2025","Februar","Vaz/Obervaz",15,812,1626,10347,36133,17846,78,79
"2025","Februar","Surses",17,355,836,4406,13263,6251,64,58
"2025","Februar","Poschiavo",19,292,622,2515,4094,2460,30,24
"2025","Februar","Laax",8,635,2365,8642,42710,15817,89,64
"2025","Februar","Vals",12,245,500,3373,8784,4787,70,63
"2025","Februar","Lumnezia",7,63,148,447,1257,728,44,32
"2025","Februar","Ilanz/Glion",4,98,168,1321,2560,1578,58,54
"2025","Februar","Rheinwald",5,75,163,599,1408,849,40,31
"2025","Februar","Flims",18,699,1531,9026,28188,15592,80,66
"2025","Februar","Zernez",11,289,596,2716,6073,3534,44,36
"2025","Februar","Samnaun",29,617,1292,6611,27937,14422,83,77
"2025","Februar","Scuol",33,901,1914,10364,36924,18042,72,69
"2025","Februar","Celerina/Schlarigna",7,400,788,4777,16973,9059,81,77
"2025","Februar","Pontresina",22,1215,2563,15650,52815,28102,83,74
"2025","Februar","Samedan",9,174,434,2760,5910,3250,67,49
"2025","Februar","St. Moritz",34,2555,4882,29794,111033,58883,82,81
"2025","Februar","Bregaglia",9,221,507,1793,5058,2532,42,36
"2025","Februar","Val Müstair",14,196,425,1462,4542,2545,47,39
"2025","Februar","Davos",56,3411,6664,43291,110024,61574,65,59
"2025","Februar","Klosters",23,634,1398,7398,25305,12299,69,65
"2025","Februar","Chur",19,615,1182,11473,20100,13020,76,61
"2025","Februar","Arosa",41,1802,3586,20142,79106,37476,74,79
"2025","Februar","Maienfeld",5,124,242,1476,2529,1795,52,37
"2025","Februar","Breil/Brigels",11,195,421,1954,6429,3335,61,55
"2025","Februar","Tujetsch",10,169,494,1890,6266,3181,67,45
"2025","Februar","Aarau",4,133,214,1239,2247,1874,52,38
"2025","Februar","Baden",9,467,814,3961,9162,7579,58,40
"2025","Februar","Lenzburg",3,113,189,1066,1925,1746,55,36
"2025","Februar","Rheinfelden",5,111,175,1009,2303,1701,55,47
"2025","Februar","Zofingen",3,97,160,615,1085,862,32,24
"2025","Februar","Arbon",6,150,307,1077,2058,1642,39,24
"2025","Februar","Frauenfeld",5,164,317,988,2465,2214,48,28
"2025","Februar","Kreuzlingen",6,150,295,823,1523,1186,30,19
"2025","Februar","Bellinzona",14,391,809,2876,4106,3002,27,18
"2025","Februar","Ascona",17,633,1345,2786,6359,3840,24,20
"2025","Februar","Locarno",22,655,1336,5378,10001,6775,37,27
"2025","Februar","Muralto",12,363,701,2233,4128,2606,35,29
"2025","Februar","Lugano",34,1405,2635,11140,21500,15005,39,30
"2025","Februar","Paradiso",8,481,1054,5498,8937,6088,45,30
"2025","Februar","Collina d'Oro",4,83,170,44,144,96,4,3
"2025","Februar","Monteceneri",4,38,71,91,228,137,13,11
"2025","Februar","Chiasso",4,126,269,1352,1948,1168,33,26
"2025","Februar","Mendrisio",8,195,405,1272,2017,1605,29,18
"2025","Februar","Leysin",5,454,1442,7573,23413,8289,69,60
"2025","Februar","Ollon",10,518,1113,7809,20174,9885,68,65
"2025","Februar","Ormont-Dessus",5,230,461,2837,7502,3772,59,58
"2025","Februar","Bullet",5,95,211,784,1673,1079,41,28
"2025","Februar","Lausanne",35,3164,5805,29305,58629,42832,48,36
"2025","Februar","Bourg-en-Lavaux",4,88,161,877,1503,1127,46,33
"2025","Februar","Morges",6,213,472,1405,3220,2760,46,24
"2025","Februar","Nyon",7,306,642,2333,5278,4460,52,29
"2025","Februar","Château-d'Oex",5,101,191,728,2100,1624,57,39
"2025","Februar","Le Chenit",6,137,294,1073,2414,1942,51,29
"2025","Februar","Montreux",17,1319,2419,13544,24926,15588,43,38
"2025","Februar","Vevey",11,395,647,2804,6477,4659,42,36
"2025","Februar","Blonay - Saint-Légier",3,150,304,2523,3446,2057,49,40
"2025","Februar","Yverdon-les-Bains",6,302,603,2656,4839,3673,43,29
"2025","Februar","Brig-Glis",13,509,1106,7157,16005,10156,71,52
"2025","Februar","Nendaz",7,159,313,1890,4909,2497,56,56
"2025","Februar","Orsières",14,212,508,1663,4304,2165,37,31
"2025","Februar","Val de Bagnes",24,672,1464,7461,27765,14730,78,68
"2025","Februar","Goms",12,210,417,3065,8125,4742,81,70
"2025","Februar","Evolène",12,188,396,2138,4993,2456,48,46
"2025","Februar","Leukerbad",26,810,1599,11937,27276,13457,59,61
"2025","Februar","Martigny",7,345,623,3764,5937,4948,51,34
"2025","Februar","Champéry",12,317,696,3854,10392,6175,70,53
"2025","Februar","Saint-Maurice",3,90,156,872,1666,1540,61,38
"2025","Februar","Sierre",4,126,248,881,1401,1014,29,20
"2025","Februar","Anniviers",23,544,1381,7681,26236,12061,82,71
"2025","Februar","Crans-Montana",27,960,2076,10335,29907,16337,61,51
"2025","Februar","Sion",3,220,439,4502,6670,4837,79,54
"2025","Februar","Saas-Fee",29,775,1762,9929,35795,16316,75,73
"2025","Februar","Saas-Grund",10,220,467,1882,6119,3687,60,47
"2025","Februar","Visp",4,132,259,2131,3534,2561,69,49
"2025","Februar","Zermatt",106,3601,7516,50369,190902,91439,91,91
"2025","Februar","La Grande Béroche",4,52,101,363,582,448,31,21
"2025","Februar","La Chaux-de-Fonds",7,220,400,1366,2377,1852,31,22
"2025","Februar","Neuchâtel",16,583,1059,4801,8545,6691,41,29
"2025","Februar","Laténa",5,126,274,840,1510,1218,35,20
"2025","Februar","Genève",89,6680,12115,77624,158985,113827,61,47
"2025","Februar","Lancy",3,334,699,4699,8350,5072,54,43
"2025","Februar","Meyrin",10,1939,3085,35780,50514,35726,66,58
"2025","Februar","Vernier",6,998,1670,14623,24330,15312,55,52
"2025","Februar","Delémont",9,222,439,1339,2516,2019,32,20
"2025","Februar","Saignelégier",6,93,199,450,653,398,16,12
"2025","Februar","Porrentruy",10,87,168,412,613,419,18,13
"2025","Februar","Clos du Doubs",4,37,89,82,93,54,7,5
"2025","Februar","Moutier (JU)",...,...,...,...,...,...,...,...
"2025","März","Kloten",8,1477,2779,26847,37745,28178,62,44
"2025","März","Opfikon",11,2279,4775,34825,55894,39765,56,38
"2025","März","Dübendorf",5,172,273,2426,3806,2929,56,46
"2025","März","Uster",5,170,310,1086,3231,2425,46,34
"2025","März","Winterthur",17,733,1446,8018,15709,12338,56,36
"2025","März","Zürich",127,9523,18716,167923,298428,201281,68,52
"2025","März","Wädenswil",3,38,71,297,489,343,31,23
"2025","März","Horgen",5,169,295,1333,2321,1841,35,25
"2025","März","Langenthal",4,147,286,1869,2802,2359,52,32
"2025","März","Bern",42,2892,5580,41484,69015,49220,55,40
"2025","März","Köniz",5,65,146,476,1285,692,35,29
"2025","März","Biel/Bienne",8,422,719,5442,9291,7194,55,42
"2025","März","Burgdorf",4,100,242,1436,2181,1412,46,29
"2025","März","Adelboden",19,722,1477,8218,18600,10391,48,42
"2025","März","Aeschi bei Spiez",5,87,170,381,770,423,16,15
"2025","März","Kandersteg",12,322,649,2754,5127,2812,29,26
"2025","März","Reichenbach im Kandertal",6,139,352,657,2104,1170,27,19
"2025","März","Beatenberg",11,318,750,2991,5956,3329,36,27
"2025","März","Brienz (BE)",12,292,616,2433,4508,2389,29,26
"2025","März","Grindelwald",45,1593,3447,22555,53584,27688,57,51
"2025","März","Interlaken",30,1726,3740,24745,47506,25361,48,42
"2025","März","Lauterbrunnen",44,1407,3103,12848,37624,20131,49,41
"2025","März","Matten bei Interlaken",5,180,358,866,2263,1348,25,21
"2025","März","Unterseen",11,337,738,5318,10781,5154,50,48
"2025","März","Wilderswil",9,313,645,3004,6095,3819,41,31
"2025","März","Moutier (BE)",3,34,66,125,219,196,19,11
"2025","März","Diemtigen",6,85,214,138,310,171,8,6
"2025","März","Spiez",11,387,703,4067,6747,4436,37,31
"2025","März","Hasliberg",12,318,718,2383,5689,3351,34,26
"2025","März","Innertkirchen",8,156,335,388,611,343,13,11
"2025","März","Meiringen",11,314,699,2216,4392,2960,32,22
"2025","März","Lenk",15,431,826,4494,9429,5471,45,40
"2025","März","Saanen",30,1097,2237,10948,25475,14476,49,42
"2025","März","Langnau im Emmental",4,47,92,616,806,587,40,28
"2025","März","Schangnau",4,58,116,820,1034,582,33,29
"2025","März","Sigriswil",7,244,458,2767,5534,3134,42,40
"2025","März","Thun",16,477,808,5362,10000,7374,50,40
"2025","März","Herzogenbuchsee",3,41,75,262,445,329,26,19
"2025","März","Emmen",3,250,342,812,1692,1559,20,16
"2025","März","Kriens",5,286,610,4399,8245,5129,58,44
"2025","März","Luzern",57,3273,6519,47931,86548,52710,52,43
"2025","März","Meggen",3,34,68,359,661,453,51,37
"2025","März","Vitznau",6,272,581,1915,4328,2759,37,26
"2025","März","Weggis",18,697,1277,4570,9993,6675,31,26
"2025","März","Sursee",5,139,240,1950,3542,2606,61,48
"2025","März","Andermatt",14,497,1150,6056,15134,8388,54,42
"2025","März","Gurtnellen",4,35,113,349,349,144,13,10
"2025","März","Einsiedeln",6,205,452,1633,3262,2481,39,23
"2025","März","Feusisberg",5,216,421,2317,4210,3389,51,32
"2025","März","Freienbach",4,203,332,2104,3194,2410,38,31
"2025","März","Küssnacht (SZ)",5,136,248,1136,2277,1733,42,30
"2025","März","Ingenbohl",6,221,415,1960,2791,1953,29,22
"2025","März","Morschach",9,485,1417,8744,18321,8059,54,42
"2025","März","Schwyz",8,97,245,342,903,425,16,13
"2025","März","Engelberg",26,955,1990,11090,26982,14237,48,44
"2025","März","Sachseln",9,273,511,1718,3610,2311,31,26
"2025","März","Sarnen",7,205,370,1784,3676,2720,43,32
"2025","März","Beckenried",5,88,187,1618,2698,1599,59,47
"2025","März","Emmetten",5,163,364,1570,2746,1666,36,28
"2025","März","Glarus Nord",10,298,669,2322,4876,2956,32,24
"2025","März","Glarus Süd",21,272,635,1809,3961,1647,24,25
"2025","März","Unterägeri",4,108,192,514,834,622,19,14
"2025","März","Zug",10,458,820,3391,10619,8694,61,42
"2025","März","Haut-Intyamon",3,31,64,74,94,65,8,5
"2025","März","Bulle",5,245,468,3001,4887,3868,51,34
"2025","März","Gruyères",6,96,258,970,1213,656,28,22
"2025","März","Fribourg",6,208,413,3333,5725,4842,75,45
"2025","März","Murten",9,153,268,1262,1844,1581,34,23
"2025","März","Plaffeien",4,99,255,696,1213,663,22,15
"2025","März","Egerkingen",4,217,400,2967,5319,3854,57,43
"2025","März","Grenchen",6,114,224,960,2301,1469,42,33
"2025","März","Olten",7,289,514,3888,5689,4807,55,37
"2025","März","Solothurn",10,316,602,3644,6435,4749,48,34
"2025","März","Basel",58,4597,9044,61075,124651,84459,59,45
"2025","März","Liestal",5,162,297,1172,2080,1588,32,23
"2025","März","Pratteln",5,286,645,3494,5872,4439,50,29
"2025","März","Schaffhausen",11,353,685,4227,7821,6138,56,37
"2025","März","Hundwil",4,79,187,1353,1675,1047,43,29
"2025","März","Gais",5,184,273,310,706,587,10,8
"2025","März","Teufen (AR)",4,45,81,204,397,299,26,19
"2025","März","Heiden",5,98,190,1095,2057,1346,45,35
"2025","März","Appenzell",10,197,426,920,1354,919,21,15
"2025","März","Gonten",4,80,153,369,1485,1054,43,32
"2025","März","St. Gallen",22,1102,2061,12917,24645,19209,56,39
"2025","März","Rorschacherberg",3,104,188,1357,2224,1482,47,39
"2025","März","Altstätten",5,99,182,583,1041,861,28,18
"2025","März","Buchs (SG)",6,165,304,1046,2231,1743,36,25
"2025","März","Bad Ragaz",13,515,1072,4863,11758,7574,49,36
"2025","März","Flums",5,98,194,1281,2358,1274,43,40
"2025","März","Quarten",10,231,577,2110,4646,2602,38,27
"2025","März","Walenstadt",3,46,85,393,707,470,33,27
"2025","März","Amden",7,92,204,457,886,569,29,20
"2025","März","Rapperswil-Jona",6,195,364,1606,2863,2739,45,25
"2025","März","Eschenbach (SG)",3,17,32,90,144,95,21,17
"2025","März","Wildhaus-Alt St. Johann",20,472,1065,2454,5784,3688,26,18
"2025","März","Neckertal",8,125,231,485,1344,852,24,20
"2025","März","Uzwil",7,153,253,1107,3691,2954,62,47
"2025","März","Wil (SG)",5,129,253,1551,2960,2506,63,38
"2025","März","Vaz/Obervaz",15,812,1626,10156,28012,14838,60,56
"2025","März","Surses",15,315,756,3323,9012,4787,51,40
"2025","März","Poschiavo",20,320,670,1685,3121,1839,19,15
"2025","März","Laax",8,635,2365,9907,41079,16706,85,56
"2025","März","Vals",12,245,500,2885,6657,3676,48,43
"2025","März","Lumnezia",6,54,132,322,671,361,23,18
"2025","März","Ilanz/Glion",5,101,178,808,1639,1293,42,30
"2025","März","Rheinwald",5,75,163,545,1294,800,34,26
"2025","März","Flims",18,693,1509,7606,22410,12799,61,49
"2025","März","Zernez",11,289,596,1900,5168,3081,37,30
"2025","März","Samnaun",29,617,1292,6280,25399,14043,73,63
"2025","März","Scuol",33,901,1914,7525,24736,13390,53,46
"2025","März","Celerina/Schlarigna",7,400,788,4780,14319,8345,68,59
"2025","März","Pontresina",22,1215,2563,14077,45854,26572,73,59
"2025","März","Samedan",9,174,434,2321,4815,2714,50,36
"2025","März","St. Moritz",34,2555,4852,26939,95378,53890,71,66
"2025","März","Bregaglia",11,238,543,1358,4576,2501,36,29
"2025","März","Val Müstair",14,196,425,1145,3160,1907,34,26
"2025","März","Davos",56,3411,6664,36379,86957,52914,50,42
"2025","März","Klosters",23,634,1398,5870,21028,11372,58,49
"2025","März","Chur",19,615,1182,11175,17537,11811,64,50
"2025","März","Arosa",41,1802,3586,20116,63143,33539,61,58
"2025","März","Maienfeld",5,124,242,1390,2367,1742,45,32
"2025","März","Breil/Brigels",11,195,421,1285,3267,1805,30,25
"2025","März","Tujetsch",10,169,494,1302,3804,2209,43,25
"2025","März","Aarau",4,133,214,1488,2890,2376,58,44
"2025","März","Baden",9,467,814,6104,11117,8526,59,44
"2025","März","Lenzburg",3,113,189,1336,2529,2194,63,43
"2025","März","Rheinfelden",5,111,175,1190,2772,1956,57,51
"2025","März","Zofingen",3,97,160,921,2432,2238,74,49
"2025","März","Arbon",6,150,307,1116,2143,1748,38,23
"2025","März","Frauenfeld",5,164,317,1231,2893,2514,49,29
"2025","März","Kreuzlingen",6,150,295,1257,2147,1569,34,24
"2025","März","Bellinzona",16,405,840,3648,5462,3930,32,21
"2025","März","Ascona",28,1082,2169,7463,18904,11749,41,33
"2025","März","Locarno",27,702,1431,8611,17018,10591,50,39
"2025","März","Muralto",18,438,849,4677,9655,5765,46,39
"2025","März","Lugano",36,1562,2937,16557,32225,20837,45,37
"2025","März","Paradiso",8,481,1054,7965,13115,8475,57,40
"2025","März","Collina d'Oro",4,83,170,391,785,446,17,15
"2025","März","Monteceneri",4,38,71,86,199,132,11,9
"2025","März","Chiasso",4,126,269,1581,2161,1294,33,26
"2025","März","Mendrisio",9,200,418,1827,3099,2352,38,24
"2025","März","Leysin",5,454,1442,5537,15066,5800,51,38
"2025","März","Ollon",10,518,1113,6059,13066,7237,45,38
"2025","März","Ormont-Dessus",5,230,461,1812,4050,2247,32,28
"2025","März","Bullet",5,95,211,413,983,691,30,21
"2025","März","Lausanne",35,3164,5805,36187,70070,53245,54,39
"2025","März","Bourg-en-Lavaux",4,88,161,1311,2133,1527,56,43
"2025","März","Morges",6,213,472,1886,3094,2479,38,21
"2025","März","Nyon",7,306,642,2999,6439,5425,57,32
"2025","März","Château-d'Oex",5,101,191,638,1487,1071,34,25
"2025","März","Le Chenit",6,137,294,1214,1835,1358,34,21
"2025","März","Montreux",18,1327,2436,13613,23444,15560,38,31
"2025","März","Vevey",11,395,647,3258,6520,5105,42,33
"2025","März","Blonay - Saint-Légier",3,150,304,1853,2515,1654,36,27
"2025","März","Yverdon-les-Bains",6,302,603,2806,4719,3705,40,25
"2025","März","Brig-Glis",13,509,1106,7792,17427,10607,67,51
"2025","März","Nendaz",7,159,313,2108,4434,2509,51,46
"2025","März","Orsières",14,212,508,1263,2669,1428,24,18
"2025","März","Val de Bagnes",24,672,1464,7829,25317,14194,68,56
"2025","März","Goms",12,210,417,2161,5264,3093,48,41
"2025","März","Evolène",12,188,396,2114,4500,2290,43,40
"2025","März","Leukerbad",26,810,1599,9587,19137,10161,43,40
"2025","März","Martigny",8,395,723,3643,5833,4841,40,26
"2025","März","Champéry",12,317,696,3033,7279,4445,45,34
"2025","März","Saint-Maurice",3,90,156,747,1490,1195,43,31
"2025","März","Sierre",4,126,248,584,1080,739,19,14
"2025","März","Anniviers",23,544,1381,7925,22933,11258,70,56
"2025","März","Crans-Montana",27,960,2076,7624,17971,10368,36,29
"2025","März","Sion",4,247,497,4525,6636,4908,64,43
"2025","März","Saas-Fee",29,775,1762,12032,35406,18235,76,65
"2025","März","Saas-Grund",11,245,516,1726,5436,3359,44,34
"2025","März","Visp",4,132,259,2312,3871,3098,78,49
"2025","März","Zermatt",106,3631,7575,55880,187476,95255,85,80
"2025","März","La Grande Béroche",4,52,101,441,806,640,40,26
"2025","März","La Chaux-de-Fonds",7,220,400,1184,2090,1573,23,17
"2025","März","Neuchâtel",16,583,1059,5836,10130,7785,43,31
"2025","März","Laténa",5,126,274,1070,1647,1288,33,19
"2025","März","Genève",88,6627,12013,86921,179393,130782,64,48
"2025","März","Lancy",3,334,699,5297,10462,6369,62,48
"2025","März","Meyrin",10,1939,3085,36222,51823,38233,64,54
"2025","März","Vernier",6,998,1670,15059,26365,19077,62,51
"2025","März","Delémont",9,222,439,1818,2865,2595,38,21
"2025","März","Saignelégier",7,98,212,534,831,592,22,14
"2025","März","Porrentruy",10,87,168,650,985,678,26,20
"2025","März","Clos du Doubs",4,31,77,59,86,59,7,4
"2025","März","Moutier (JU)",...,...,...,...,...,...,...,...
"2025","April","Kloten",8,1477,2779,27733,38137,27258,62,46
"2025","April","Opfikon",11,2279,4775,42385,66397,42208,62,46
"2025","April","Dübendorf",5,172,273,2157,4032,3092,61,50
"2025","April","Uster",5,170,310,1136,3059,2237,44,33
"2025","April","Winterthur",18,750,1478,9132,17180,11791,53,39
"2025","April","Zürich",128,9551,18760,176659,321838,201404,70,57
"2025","April","Wädenswil",3,38,71,324,513,344,32,25
"2025","April","Horgen",5,169,295,1185,2151,1678,37,26
"2025","April","Langenthal",4,147,286,1444,2375,1865,42,28
"2025","April","Bern",42,2892,5580,46842,82215,50075,58,49
"2025","April","Köniz",5,65,146,641,1511,1126,58,34
"2025","April","Biel/Bienne",8,422,719,5620,9096,6765,53,42
"2025","April","Burgdorf",4,100,242,2225,3260,1808,60,45
"2025","April","Adelboden",15,502,1026,3361,6237,3557,28,23
"2025","April","Aeschi bei Spiez",6,98,192,767,1743,1069,40,34
"2025","April","Kandersteg",10,228,474,3073,5216,2865,44,38
"2025","April","Reichenbach im Kandertal",6,139,352,801,2055,1187,31,21
"2025","April","Beatenberg",10,304,725,4221,9240,4727,57,46
"2025","April","Brienz (BE)",12,292,616,4366,7303,3911,47,41
"2025","April","Grindelwald",38,1378,2954,21376,43152,21028,60,58
"2025","April","Interlaken",30,1749,3785,35609,72243,37222,71,64
"2025","April","Lauterbrunnen",33,1159,2560,9364,19977,10551,36,32
"2025","April","Matten bei Interlaken",6,203,405,1900,5056,2920,48,42
"2025","April","Unterseen",12,357,823,8605,18125,8218,78,76
"2025","April","Wilderswil",9,313,645,4919,10094,5890,64,53
"2025","April","Moutier (BE)",3,34,66,126,223,176,17,11
"2025","April","Diemtigen",6,85,214,68,212,113,7,5
"2025","April","Spiez",11,387,703,5504,10166,6005,52,48
"2025","April","Hasliberg",10,222,518,1136,2402,1350,21,16
"2025","April","Innertkirchen",8,136,295,741,1161,701,23,19
"2025","April","Meiringen",10,295,641,2700,4448,2972,37,25
"2025","April","Lenk",12,336,657,1843,3268,1832,19,17
"2025","April","Saanen",14,456,901,3416,7143,4140,37,34
"2025","April","Langnau im Emmental",4,47,92,414,758,565,42,29
"2025","April","Schangnau",3,26,53,40,77,54,8,6
"2025","April","Sigriswil",8,268,506,3940,8334,4610,59,57
"2025","April","Thun",16,477,808,6777,12616,8248,58,52
"2025","April","Herzogenbuchsee",3,41,75,273,444,311,25,20
"2025","April","Emmen",3,250,342,1088,2029,1641,22,20
"2025","April","Kriens",5,286,610,6965,11597,5854,68,63
"2025","April","Luzern",57,3273,6519,67224,120709,66972,68,62
"2025","April","Meggen",3,34,68,800,1344,621,65,70
"2025","April","Vitznau",8,297,630,3172,6587,3765,45,37
"2025","April","Weggis",18,711,1303,6712,14431,8866,42,38
"2025","April","Sursee",5,139,240,2136,3683,2518,61,52
"2025","April","Andermatt",13,489,1126,3352,7046,3921,29,23
"2025","April","Gurtnellen",4,41,94,366,368,214,19,14
"2025","April","Einsiedeln",6,205,452,2135,3925,2535,41,29
"2025","April","Feusisberg",5,216,421,2442,4415,3266,50,35
"2025","April","Freienbach",4,203,332,2181,3518,2290,38,35
"2025","April","Küssnacht (SZ)",6,145,266,1366,2544,1966,46,32
"2025","April","Ingenbohl",5,165,289,1718,3159,2080,42,37
"2025","April","Morschach",7,446,1211,8042,21101,7267,56,61
"2025","April","Schwyz",9,132,315,936,1483,861,24,20
"2025","April","Engelberg",25,948,1949,9485,20595,10278,38,37
"2025","April","Sachseln",9,273,511,2485,4640,2853,35,30
"2025","April","Sarnen",7,235,405,2174,4183,3232,46,34
"2025","April","Beckenried",5,88,187,2280,3681,2019,76,66
"2025","April","Emmetten",4,155,316,2324,3415,2169,50,40
"2025","April","Glarus Nord",10,298,669,2618,6105,3363,38,31
"2025","April","Glarus Süd",17,201,424,833,2360,833,16,22
"2025","April","Unterägeri",4,108,192,552,905,667,21,16
"2025","April","Zug",10,458,820,3033,9812,7827,57,40
"2025","April","Haut-Intyamon",3,31,64,195,328,203,23,18
"2025","April","Bulle",5,245,468,3471,5598,3970,55,41
"2025","April","Gruyères",5,79,189,1364,1877,987,44,35
"2025","April","Fribourg",6,208,413,3500,5741,4665,75,46
"2025","April","Murten",9,153,268,1245,1953,1406,32,26
"2025","April","Plaffeien",4,99,255,791,1401,936,32,18
"2025","April","Egerkingen",4,217,400,4177,6307,3792,58,53
"2025","April","Grenchen",6,114,224,743,1801,1357,40,27
"2025","April","Olten",8,295,523,3696,5804,4720,53,37
"2025","April","Solothurn",10,316,602,4538,7693,5207,55,43
"2025","April","Basel",57,4605,9176,63701,122486,80127,58,44
"2025","April","Liestal",5,162,297,1187,2014,1601,33,23
"2025","April","Pratteln",5,286,645,3790,6373,4401,52,33
"2025","April","Schaffhausen",11,353,685,5608,9229,6201,59,45
"2025","April","Hundwil",4,79,187,1153,1498,856,37,27
"2025","April","Gais",5,184,273,567,780,600,11,10
"2025","April","Teufen (AR)",4,45,81,371,644,487,36,27
"2025","April","Heiden",5,98,190,1226,2548,1515,53,46
"2025","April","Appenzell",11,226,479,1985,3011,1804,31,24
"2025","April","Gonten",5,84,198,419,1675,1160,46,29
"2025","April","St. Gallen",22,1102,2061,12931,24031,16893,51,39
"2025","April","Rorschacherberg",3,104,188,1499,2799,1773,57,50
"2025","April","Altstätten",5,99,182,577,958,785,29,19
"2025","April","Buchs (SG)",6,165,304,1129,2727,2070,42,30
